,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer Real
1489,58.11,1.59,50.34,Feminino,Verde,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
1216,48.92,1.68,64.16,Feminino,Preto,Preto,Esfaqueamento,Casa,Parda,Classe Média,Desconhecido
365,22.62,1.71,84.19,Feminino,Verde,Ruivo,Envenenamento,Escola,Amarela,Classe Média,Desconhecido
130,28.31,1.61,82.43,Feminino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,Desconhecido
813,24.44,1.41,50.5,Masculino,Verde,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido
338,47.82,1.89,67.98,Masculino,Castanho,Loiro,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
367,22.39,1.86,50.32,Feminino,Preto,Ruivo,Esfaqueamento,Rua,Negra,Classe Alta,Desconhecido
1231,46.75,1.51,71.98,Feminino,Preto,Castanho,Esfaqueamento,Escola,Negra,Classe Alta,Desconhecido
1196,34.73,1.73,40.55,Feminino,Preto,Preto,Estrangulamento,Escola,Parda,Classe Média,Desconhecido
1462,19.73,1.48,41.45,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
562,40.37,1.57,68.37,Feminino,Azul,Castanho,Estrangulamento,Rua,Amarela,Classe Alta,Desconhecido
1310,19.87,1.84,86.64,Masculino,Preto,Loiro,Esfaqueamento,Trabalho,Amarela,Classe Baixa,Desconhecido
1713,22.98,1.88,77.36,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
258,21.89,1.77,61.89,Masculino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
312,19.56,1.64,38.78,Feminino,Preto,Ruivo,Estrangulamento,Casa,Amarela,Classe Baixa,Desconhecido
646,36.55,1.58,84.55,Masculino,Azul,Preto,Contusão,Trabalho,Negra,Classe Média,Desconhecido
326,26.39,1.82,68.14,Masculino,Castanho,Ruivo,Envenenamento,Escola,Negra,Classe Média,Desconhecido
1533,37.75,1.64,50.15,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
683,50.87,1.41,48.93,Feminino,Verde,Loiro,Contusão,Escola,Amarela,Classe Média,Desconhecido
1207,53.51,1.78,40.27,Feminino,Azul,Preto,Contusão,Casa,Parda,Classe Baixa,Desconhecido
1451,41.99,1.6,36.04,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1573,39.06,1.58,61.4,Masculino,Azul,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1463,15.51,1.76,38.35,Masculino,Azul,Loiro,Estrangulamento,Rua,Branca,Classe Média,ElBigodon Camacho
1044,42.11,1.46,69.14,Feminino,Castanho,Ruivo,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
485,41.66,1.61,37.04,Masculino,Verde,Loiro,Envenenamento,Rua,Parda,Classe Média,Desconhecido
696,54.23,1.88,55.92,Masculino,Azul,Castanho,Contusão,Casa,Negra,Classe Média,Desconhecido
1719,24.46,1.84,66.13,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1107,29.57,1.87,84.99,Feminino,Verde,Ruivo,Esfaqueamento,Trabalho,Parda,Classe Baixa,Desconhecido
105,35.4,1.74,87.56,Masculino,Castanho,Ruivo,Estrangulamento,Escola,Branca,Classe Alta,Desconhecido
1234,31.7,1.63,57.55,Feminino,Castanho,Castanho,Envenenamento,Escola,Amarela,Classe Alta,Desconhecido
1814,32.31,1.71,74.25,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
567,39.18,1.74,59.91,Feminino,Preto,Ruivo,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
1638,35.53,1.6,65.83,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1724,27.88,1.56,83.11,Feminino,Verde,Ruivo,Contusão,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
992,37.5,1.45,54.69,Masculino,Preto,Preto,Esfaqueamento,Casa,Branca,Classe Média,Desconhecido
1343,21.06,1.54,45.41,Masculino,Azul,Loiro,Envenenamento,Rua,Negra,Classe Média,ElBigodon Camacho
678,55.57,1.77,69.26,Masculino,Verde,Loiro,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido
1349,16.07,1.87,36.39,Masculino,Preto,Castanho,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
131,14.17,1.47,78.9,Feminino,Azul,Castanho,Estrangulamento,Escola,Negra,Classe Média,Desconhecido
1470,23.43,1.43,33.22,Feminino,Azul,Loiro,Envenenamento,Rua,Branca,Classe Alta,ElBigodon Camacho
921,18.02,1.57,50.69,Masculino,Verde,Castanho,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
1415,12.67,1.5,46.9,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
960,53.53,1.58,35.74,Masculino,Azul,Preto,Esfaqueamento,Escola,Parda,Classe Média,Desconhecido
190,37.83,1.78,58.38,Masculino,Verde,Loiro,Contusão,Trabalho,Negra,Classe Alta,Desconhecido
772,37.95,1.52,85.62,Masculino,Azul,Ruivo,Esfaqueamento,Casa,Parda,Classe Baixa,Desconhecido
432,18.89,1.43,35.16,Feminino,Azul,Preto,Contusão,Trabalho,Parda,Classe Alta,Desconhecido
397,30.23,1.62,43.84,Feminino,Verde,Ruivo,Estrangulamento,Rua,Negra,Classe Baixa,Desconhecido
839,10.01,1.8,84.3,Masculino,Azul,Loiro,Envenenamento,Rua,Negra,Classe Média,Desconhecido
416,45.74,1.65,39.58,Masculino,Castanho,Ruivo,Envenenamento,Rua,Amarela,Classe Média,Desconhecido
334,20.65,1.43,53.66,Masculino,Castanho,Loiro,Esfaqueamento,Trabalho,Negra,Classe Alta,Desconhecido
124,13.89,1.67,31.55,Feminino,Preto,Ruivo,Esfaqueamento,Trabalho,Parda,Classe Alta,Desconhecido
1355,45.88,1.52,50.49,Masculino,Azul,Preto,Esfaqueamento,Escola,Branca,Classe Média,ElBigodon Camacho
673,40.36,1.86,86.37,Feminino,Castanho,Loiro,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
384,33.47,1.41,63.67,Masculino,Verde,Preto,Envenenamento,Trabalho,Negra,Classe Alta,Desconhecido
1394,17.83,1.75,33.62,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
82,58.73,1.66,64.57,Feminino,Azul,Castanho,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido
1560,45.36,1.68,53.21,Feminino,Castanho,Preto,Envenenamento,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva
1610,43.69,1.73,60.45,Feminino,Castanho,Ruivo,Envenenamento,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva
977,26.67,1.49,76.48,Masculino,Azul,Ruivo,Contusão,Escola,Parda,Classe Alta,Desconhecido
6,27.82,1.89,37.47,Masculino,Castanho,Preto,Contusão,Escola,Branca,Classe Média,Desconhecido
1432,23.99,1.52,82.15,Masculino,Castanho,Loiro,Estrangulamento,Rua,Branca,Classe Alta,ElBigodon Camacho
1457,17.72,1.5,44.13,Masculino,Azul,Loiro,Esfaqueamento,Escola,Branca,Classe Baixa,ElBigodon Camacho
1375,12.13,1.42,44.48,Masculino,Preto,Loiro,Esfaqueamento,Rua,Parda,Classe Média,ElBigodon Camacho
1151,32.63,1.59,52.56,Masculino,Castanho,Preto,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido
1077,14.35,1.75,31.11,Feminino,Verde,Castanho,Contusão,Casa,Amarela,Classe Média,Desconhecido
402,51.75,1.42,44.34,Feminino,Azul,Castanho,Contusão,Escola,Parda,Classe Alta,Desconhecido
1419,23.46,1.46,87.23,Masculino,Castanho,Castanho,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
320,16.79,1.48,48.6,Masculino,Azul,Loiro,Contusão,Trabalho,Branca,Classe Alta,Desconhecido
837,25.33,1.51,81.74,Feminino,Preto,Ruivo,Esfaqueamento,Escola,Branca,Classe Baixa,Desconhecido
1291,15.56,1.59,85.16,Masculino,Castanho,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Média,Desconhecido
1644,40.58,1.65,56.28,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1236,44.0,1.61,69.58,Masculino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido
478,16.16,1.55,76.08,Masculino,Verde,Ruivo,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido
1441,11.12,1.5,33.84,Masculino,Azul,Loiro,Estrangulamento,Rua,Amarela,Classe Baixa,ElBigodon Camacho
710,25.18,1.41,31.24,Masculino,Preto,Loiro,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido
709,48.7,1.86,65.18,Masculino,Azul,Loiro,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido
1505,42.33,1.67,53.06,Feminino,Castanho,Preto,Envenenamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva
255,42.92,1.8,45.46,Feminino,Castanho,Loiro,Esfaqueamento,Rua,Amarela,Classe Baixa,Desconhecido
1675,58.99,1.77,76.6,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
802,47.24,1.52,86.07,Masculino,Verde,Ruivo,Contusão,Trabalho,Parda,Classe Baixa,Desconhecido
1786,23.74,1.65,80.04,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1605,36.28,1.52,59.03,Masculino,Castanho,Loiro,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1194,43.59,1.44,37.92,Masculino,Verde,Ruivo,Contusão,Rua,Parda,Classe Baixa,Desconhecido
142,33.07,1.58,70.55,Feminino,Preto,Preto,Contusão,Casa,Negra,Classe Baixa,Desconhecido
1423,45.68,1.58,34.53,Masculino,Azul,Loiro,Contusão,Rua,Negra,Classe Média,ElBigodon Camacho
1743,20.38,1.8,85.87,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Média,Roberto Chimarildo Tomáz
1121,44.9,1.7,32.89,Feminino,Azul,Ruivo,Esfaqueamento,Rua,Parda,Classe Baixa,Desconhecido
400,41.26,1.58,79.16,Masculino,Verde,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
619,20.94,1.8,60.09,Masculino,Preto,Castanho,Envenenamento,Rua,Amarela,Classe Média,Desconhecido
1076,20.87,1.83,57.01,Masculino,Azul,Castanho,Contusão,Casa,Branca,Classe Alta,Desconhecido
1074,59.37,1.81,42.69,Masculino,Preto,Preto,Envenenamento,Casa,Parda,Classe Baixa,Desconhecido
1542,40.25,1.68,54.04,Feminino,Castanho,Preto,Estrangulamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1014,30.05,1.82,41.67,Feminino,Castanho,Ruivo,Envenenamento,Casa,Branca,Classe Média,Desconhecido
1315,45.16,1.69,67.02,Masculino,Castanho,Castanho,Envenenamento,Casa,Branca,Classe Média,Desconhecido
721,51.8,1.82,72.34,Feminino,Verde,Ruivo,Estrangulamento,Trabalho,Negra,Classe Média,Desconhecido
787,45.87,1.81,56.44,Masculino,Preto,Loiro,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido
1689,24.36,1.71,78.32,Feminino,Preto,Ruivo,Estrangulamento,Casa,Negra,Classe Média,Roberto Chimarildo Tomáz
1140,47.92,1.84,59.12,Masculino,Preto,Castanho,Envenenamento,Rua,Negra,Classe Alta,Desconhecido
299,24.68,1.81,68.79,Masculino,Preto,Ruivo,Esfaqueamento,Casa,Parda,Classe Baixa,Desconhecido
706,44.53,1.87,81.68,Feminino,Preto,Preto,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido
563,49.94,1.77,71.11,Feminino,Azul,Castanho,Contusão,Escola,Parda,Classe Alta,Desconhecido
1240,27.84,1.68,48.53,Masculino,Preto,Castanho,Contusão,Casa,Branca,Classe Média,Desconhecido
492,38.9,1.58,37.16,Feminino,Castanho,Preto,Esfaqueamento,Escola,Negra,Classe Média,Desconhecido
576,10.09,1.57,47.8,Feminino,Castanho,Loiro,Contusão,Casa,Parda,Classe Baixa,Desconhecido
9,32.01,1.54,31.37,Masculino,Azul,Preto,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
347,26.96,1.57,54.96,Feminino,Preto,Ruivo,Estrangulamento,Casa,Branca,Classe Média,Desconhecido
1178,47.69,1.66,75.46,Feminino,Azul,Preto,Contusão,Escola,Parda,Classe Baixa,Desconhecido
79,11.61,1.89,50.45,Feminino,Verde,Ruivo,Esfaqueamento,Rua,Amarela,Classe Média,Desconhecido
129,55.1,1.78,75.5,Masculino,Verde,Preto,Esfaqueamento,Casa,Amarela,Classe Alta,Desconhecido
234,16.46,1.75,49.03,Masculino,Preto,Castanho,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido
765,27.16,1.55,52.71,Masculino,Verde,Loiro,Estrangulamento,Escola,Negra,Classe Média,Desconhecido
472,46.37,1.46,30.49,Masculino,Verde,Ruivo,Contusão,Rua,Amarela,Classe Baixa,Desconhecido
1471,21.96,1.61,39.28,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho
1496,39.58,1.63,55.65,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1384,16.15,1.56,35.79,Masculino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho
294,28.27,1.48,47.58,Masculino,Castanho,Preto,Estrangulamento,Escola,Parda,Classe Média,Desconhecido
697,42.37,1.51,34.51,Feminino,Verde,Preto,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
1446,39.2,1.5,34.91,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
11,53.59,1.78,52.48,Feminino,Azul,Castanho,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido
1208,53.82,1.69,86.32,Masculino,Verde,Ruivo,Envenenamento,Escola,Parda,Classe Alta,Desconhecido
727,54.29,1.88,66.49,Feminino,Castanho,Castanho,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
681,25.15,1.81,71.14,Feminino,Castanho,Ruivo,Envenenamento,Escola,Branca,Classe Média,Desconhecido
195,45.19,1.81,73.94,Masculino,Castanho,Ruivo,Esfaqueamento,Rua,Parda,Classe Baixa,Desconhecido
711,28.23,1.89,70.78,Masculino,Castanho,Castanho,Envenenamento,Casa,Negra,Classe Média,Desconhecido
1767,22.74,1.74,65.63,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
974,34.46,1.89,53.53,Feminino,Preto,Loiro,Contusão,Casa,Parda,Classe Baixa,Desconhecido
1480,12.67,1.62,53.9,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1790,21.07,1.64,77.46,Masculino,Verde,Loiro,Estrangulamento,Casa,Amarela,Classe Baixa,Roberto Chimarildo Tomáz
74,15.51,1.55,46.86,Masculino,Preto,Loiro,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
1674,25.2,1.76,84.39,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
437,50.43,1.69,88.5,Masculino,Castanho,Preto,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
423,43.2,1.71,82.2,Masculino,Azul,Loiro,Contusão,Trabalho,Branca,Classe Baixa,Desconhecido
363,28.12,1.73,79.83,Feminino,Preto,Preto,Estrangulamento,Rua,Branca,Classe Média,Desconhecido
1534,36.39,1.76,65.41,Masculino,Verde,Loiro,Envenenamento,Trabalho,Amarela,Classe Média,Coringon de le pinheirinho Silva
278,47.78,1.4,67.27,Masculino,Verde,Loiro,Contusão,Escola,Branca,Classe Alta,Desconhecido
1821,25.57,1.42,77.6,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
239,37.25,1.76,81.56,Masculino,Castanho,Preto,Contusão,Escola,Amarela,Classe Média,Desconhecido
1022,17.24,1.6,39.56,Feminino,Castanho,Loiro,Contusão,Escola,Negra,Classe Média,Desconhecido
818,42.89,1.58,38.87,Masculino,Castanho,Ruivo,Contusão,Escola,Branca,Classe Média,Desconhecido
1401,18.68,1.47,33.69,Masculino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1696,31.21,1.85,79.39,Feminino,Azul,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
36,53.23,1.71,76.35,Feminino,Castanho,Preto,Envenenamento,Casa,Branca,Classe Alta,Desconhecido
1440,14.95,1.48,87.03,Masculino,Azul,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho
979,26.1,1.58,77.29,Feminino,Verde,Ruivo,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido
1758,22.21,1.86,76.25,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Média,Roberto Chimarildo Tomáz
975,10.98,1.41,84.7,Feminino,Preto,Preto,Contusão,Casa,Parda,Classe Alta,Desconhecido
781,34.33,1.79,70.98,Masculino,Castanho,Castanho,Contusão,Escola,Amarela,Classe Baixa,Desconhecido
731,34.0,1.89,43.48,Masculino,Preto,Ruivo,Envenenamento,Escola,Negra,Classe Baixa,Desconhecido
876,22.2,1.88,62.68,Feminino,Verde,Loiro,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido
1199,50.45,1.67,31.37,Feminino,Castanho,Preto,Estrangulamento,Casa,Branca,Classe Média,Desconhecido
1835,30.46,1.77,80.71,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
135,37.32,1.7,87.97,Masculino,Preto,Preto,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
1592,10.26,1.76,64.5,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1665,29.14,1.7,86.08,Feminino,Preto,Preto,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
44,23.39,1.54,78.99,Feminino,Castanho,Castanho,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
428,52.95,1.77,82.53,Feminino,Preto,Castanho,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
1709,26.92,1.82,83.38,Feminino,Verde,Castanho,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1773,19.85,1.9,85.08,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1677,17.86,1.81,78.71,Feminino,Azul,Ruivo,Esfaqueamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
600,43.25,1.77,77.04,Masculino,Preto,Preto,Envenenamento,Casa,Amarela,Classe Média,Desconhecido
62,19.58,1.41,75.6,Masculino,Preto,Loiro,Envenenamento,Casa,Branca,Classe Baixa,Desconhecido
617,29.38,1.84,67.16,Feminino,Preto,Ruivo,Esfaqueamento,Rua,Amarela,Classe Média,Desconhecido
1409,44.66,1.61,38.87,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
527,22.12,1.58,55.06,Feminino,Preto,Preto,Contusão,Casa,Parda,Classe Média,Desconhecido
254,41.04,1.89,82.57,Feminino,Castanho,Loiro,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
349,53.64,1.5,55.33,Feminino,Verde,Preto,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
899,44.56,1.48,62.05,Feminino,Castanho,Preto,Contusão,Rua,Negra,Classe Alta,Desconhecido
1458,13.44,1.77,32.1,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
558,59.73,1.6,52.65,Masculino,Preto,Preto,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
1164,38.5,1.68,72.42,Masculino,Preto,Loiro,Contusão,Trabalho,Parda,Classe Alta,Desconhecido
1244,28.23,1.48,41.37,Feminino,Castanho,Preto,Envenenamento,Rua,Amarela,Classe Baixa,Desconhecido
965,42.37,1.4,51.07,Masculino,Azul,Loiro,Esfaqueamento,Escola,Negra,Classe Alta,Desconhecido
926,42.21,1.64,84.22,Masculino,Castanho,Castanho,Contusão,Escola,Negra,Classe Média,Desconhecido
438,11.65,1.62,72.89,Masculino,Verde,Castanho,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido
889,56.02,1.7,30.4,Masculino,Castanho,Loiro,Esfaqueamento,Trabalho,Parda,Classe Média,Desconhecido
450,50.57,1.62,54.79,Feminino,Verde,Preto,Envenenamento,Trabalho,Amarela,Classe Média,Desconhecido
90,36.62,1.47,83.78,Masculino,Preto,Ruivo,Estrangulamento,Rua,Branca,Classe Média,Desconhecido
260,38.39,1.57,77.93,Masculino,Verde,Preto,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
1281,14.14,1.87,33.68,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Branca,Classe Alta,Desconhecido
1650,34.48,1.66,54.63,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
884,42.61,1.6,30.47,Masculino,Azul,Ruivo,Estrangulamento,Rua,Branca,Classe Alta,Desconhecido
581,13.67,1.46,79.13,Feminino,Castanho,Castanho,Estrangulamento,Trabalho,Parda,Classe Baixa,Desconhecido
911,33.96,1.59,55.45,Feminino,Castanho,Preto,Envenenamento,Rua,Amarela,Classe Baixa,Desconhecido
429,26.13,1.44,67.46,Masculino,Preto,Preto,Estrangulamento,Trabalho,Branca,Classe Média,Desconhecido
863,42.4,1.69,68.29,Masculino,Azul,Castanho,Envenenamento,Escola,Branca,Classe Baixa,Desconhecido
1699,26.41,1.79,49.15,Feminino,Azul,Ruivo,Esfaqueamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
41,34.74,1.52,56.76,Masculino,Preto,Castanho,Esfaqueamento,Rua,Negra,Classe Alta,Desconhecido
298,41.96,1.51,77.24,Feminino,Verde,Preto,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
1687,26.17,1.79,76.27,Feminino,Verde,Loiro,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
68,16.27,1.7,58.73,Feminino,Verde,Loiro,Estrangulamento,Rua,Branca,Classe Alta,Desconhecido
1744,43.84,1.81,73.82,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1111,54.23,1.88,71.24,Feminino,Azul,Castanho,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido
1443,16.29,1.56,35.65,Masculino,Azul,Loiro,Estrangulamento,Rua,Negra,Classe Média,ElBigodon Camacho
1119,14.85,1.63,42.36,Feminino,Castanho,Loiro,Envenenamento,Casa,Parda,Classe Alta,Desconhecido
137,25.84,1.54,64.47,Feminino,Castanho,Ruivo,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido
719,30.69,1.64,75.88,Masculino,Verde,Castanho,Contusão,Trabalho,Amarela,Classe Média,Desconhecido
261,11.54,1.63,43.2,Feminino,Castanho,Ruivo,Envenenamento,Casa,Negra,Classe Alta,Desconhecido
256,35.68,1.71,35.13,Feminino,Preto,Castanho,Contusão,Escola,Branca,Classe Baixa,Desconhecido
95,59.38,1.43,60.87,Feminino,Azul,Preto,Esfaqueamento,Trabalho,Amarela,Classe Baixa,Desconhecido
1708,31.43,1.74,81.03,Feminino,Verde,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Alta,Roberto Chimarildo Tomáz
441,45.74,1.45,63.75,Feminino,Preto,Loiro,Contusão,Rua,Negra,Classe Baixa,Desconhecido
1435,15.33,1.54,44.82,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
601,36.96,1.89,43.55,Feminino,Azul,Ruivo,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido
1824,59.14,1.78,81.25,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Média,Roberto Chimarildo Tomáz
368,53.47,1.58,77.55,Feminino,Castanho,Loiro,Contusão,Escola,Parda,Classe Baixa,Desconhecido
1424,15.41,1.74,33.8,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1352,12.47,1.51,37.67,Masculino,Azul,Castanho,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho
1191,57.6,1.46,89.87,Masculino,Castanho,Ruivo,Envenenamento,Casa,Amarela,Classe Baixa,Desconhecido
1228,30.76,1.62,85.71,Feminino,Azul,Ruivo,Envenenamento,Escola,Parda,Classe Baixa,Desconhecido
1053,59.85,1.66,60.36,Feminino,Preto,Loiro,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
622,29.88,1.8,87.4,Masculino,Azul,Loiro,Contusão,Casa,Parda,Classe Alta,Desconhecido
373,27.48,1.61,76.38,Feminino,Preto,Preto,Estrangulamento,Casa,Amarela,Classe Baixa,Desconhecido
191,35.15,1.48,70.82,Feminino,Verde,Loiro,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido
1344,22.77,1.45,41.43,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
998,37.72,1.81,42.14,Masculino,Verde,Castanho,Contusão,Rua,Amarela,Classe Alta,Desconhecido
88,14.77,1.41,61.47,Masculino,Castanho,Ruivo,Contusão,Rua,Branca,Classe Alta,Desconhecido
659,25.42,1.52,36.76,Masculino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Média,Desconhecido
780,51.28,1.78,44.77,Masculino,Preto,Castanho,Contusão,Escola,Branca,Classe Alta,Desconhecido
252,34.17,1.46,79.9,Masculino,Preto,Castanho,Estrangulamento,Trabalho,Branca,Classe Média,Desconhecido
1780,28.12,1.84,82.54,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
811,28.1,1.76,84.38,Masculino,Azul,Castanho,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
1476,24.38,1.72,80.25,Feminino,Azul,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1005,23.59,1.58,48.83,Feminino,Preto,Ruivo,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
932,44.87,1.62,56.14,Feminino,Castanho,Castanho,Envenenamento,Trabalho,Parda,Classe Baixa,Desconhecido
359,44.43,1.8,71.2,Masculino,Verde,Preto,Envenenamento,Escola,Amarela,Classe Alta,Desconhecido
897,20.84,1.84,52.58,Masculino,Azul,Preto,Envenenamento,Escola,Negra,Classe Média,Desconhecido
277,12.58,1.75,89.14,Masculino,Castanho,Ruivo,Estrangulamento,Trabalho,Branca,Classe Média,Desconhecido
1143,20.25,1.47,65.52,Masculino,Azul,Preto,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido
1546,39.62,1.63,61.63,Feminino,Preto,Preto,Estrangulamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
