,Unnamed: 0,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer
1343,21,25.32,1.76,37.04,Feminino,Azul,Ruivo,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
1344,1106,45.58,1.49,77.18,Masculino,Castanho,Loiro,Estrangulamento,Trabalho,Branca,Classe Alta,ElBigodon Camacho
1345,1647,26.32,1.84,84.3,Masculino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1346,29,36.58,1.46,81.58,Feminino,Preto,Preto,Contusão,Escola,Branca,Classe Alta,Roberto Chimarildo Tomáz
1347,341,14.91,1.58,76.47,Feminino,Azul,Castanho,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
1348,505,42.49,1.87,36.12,Feminino,Castanho,Loiro,Contusão,Escola,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1349,1040,21.98,1.86,50.02,Feminino,Castanho,Ruivo,Envenenamento,Trabalho,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1350,1428,41.81,1.75,54.45,Masculino,Castanho,Preto,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1351,537,14.49,1.76,74.75,Feminino,Castanho,Loiro,Contusão,Rua,Negra,Classe Média,ElBigodon Camacho
1352,1792,30.38,1.71,74.62,Feminino,Verde,Ruivo,Contusão,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1353,1569,42.45,1.61,62.14,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1354,103,55.74,1.64,67.61,Masculino,Azul,Ruivo,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho
1355,578,31.44,1.41,57.71,Feminino,Preto,Preto,Estrangulamento,Escola,Amarela,Classe Média,Coringon de le pinheirinho Silva
1356,643,30.73,1.58,37.07,Feminino,Castanho,Ruivo,Envenenamento,Rua,Branca,Classe Alta,Roberto Chimarildo Tomáz
1357,973,30.95,1.85,70.43,Feminino,Azul,Ruivo,Contusão,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1358,1726,22.34,1.8,76.05,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1359,1445,45.98,1.68,54.03,Feminino,Castanho,Preto,Estrangulamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1360,528,17.46,1.58,63.02,Masculino,Preto,Castanho,Contusão,Escola,Negra,Classe Média,ElBigodon Camacho
1361,129,19.76,1.69,38.01,Masculino,Azul,Ruivo,Contusão,Trabalho,Parda,Classe Baixa,ElBigodon Camacho
1362,1599,15.76,1.72,83.16,Feminino,Verde,Preto,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1363,1096,16.72,1.8,45.91,Feminino,Azul,Ruivo,Esfaqueamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1364,475,42.72,1.68,76.9,Feminino,Verde,Loiro,Esfaqueamento,Casa,Amarela,Classe Baixa,Roberto Chimarildo Tomáz
1365,429,10.02,1.64,31.48,Masculino,Azul,Ruivo,Esfaqueamento,Escola,Amarela,Classe Alta,ElBigodon Camacho
1366,1600,19.35,1.88,83.36,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1367,1225,21.24,1.45,42.06,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1368,1740,25.86,1.75,84.67,Masculino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1369,1480,43.94,1.85,59.96,Masculino,Castanho,Preto,Envenenamento,Casa,Branca,Classe Média,Coringon de le pinheirinho Silva
1370,1577,48.98,1.6,63.47,Masculino,Preto,Preto,Estrangulamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
1371,1162,56.48,1.58,45.7,Masculino,Preto,Preto,Contusão,Trabalho,Amarela,Classe Alta,Coringon de le pinheirinho Silva
1372,1119,26.64,1.87,38.96,Masculino,Verde,Loiro,Estrangulamento,Trabalho,Parda,Classe Alta,Roberto Chimarildo Tomáz
1373,1142,26.18,1.41,32.97,Feminino,Preto,Ruivo,Envenenamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1374,478,27.43,1.71,30.29,Feminino,Castanho,Castanho,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho
1375,1223,13.36,1.47,37.2,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1376,286,58.51,1.85,44.16,Masculino,Azul,Ruivo,Estrangulamento,Escola,Parda,Classe Baixa,ElBigodon Camacho
1377,1060,33.8,1.5,72.37,Feminino,Azul,Castanho,Estrangulamento,Rua,Negra,Classe Alta,Roberto Chimarildo Tomáz
1378,26,41.92,1.51,32.94,Masculino,Preto,Ruivo,Estrangulamento,Trabalho,Branca,Classe Alta,Roberto Chimarildo Tomáz
1379,1105,50.29,1.51,34.46,Feminino,Preto,Preto,Envenenamento,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva
1380,1334,11.76,1.54,34.79,Masculino,Azul,Castanho,Esfaqueamento,Escola,Branca,Classe Média,ElBigodon Camacho
1381,900,12.32,1.65,36.1,Masculino,Azul,Castanho,Envenenamento,Casa,Branca,Classe Baixa,ElBigodon Camacho
1382,1505,37.34,1.76,65.4,Feminino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1383,1661,30.86,1.74,81.57,Feminino,Verde,Ruivo,Envenenamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1384,9,43.2,1.45,73.75,Feminino,Preto,Preto,Envenenamento,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva
1385,232,17.4,1.7,36.64,Masculino,Azul,Loiro,Estrangulamento,Casa,Parda,Classe Alta,ElBigodon Camacho
1386,533,17.13,1.66,59.12,Masculino,Castanho,Castanho,Envenenamento,Trabalho,Amarela,Classe Baixa,Coringon de le pinheirinho Silva
1387,380,42.97,1.5,58.48,Masculino,Verde,Castanho,Esfaqueamento,Escola,Negra,Classe Alta,Roberto Chimarildo Tomáz
1388,511,44.15,1.69,57.04,Masculino,Castanho,Castanho,Envenenamento,Escola,Negra,Classe Média,Coringon de le pinheirinho Silva
1389,526,21.92,1.52,88.71,Masculino,Azul,Preto,Contusão,Escola,Negra,Classe Baixa,ElBigodon Camacho
1390,821,33.53,1.83,37.04,Masculino,Castanho,Castanho,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1391,848,39.82,1.66,70.34,Masculino,Azul,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Alta,ElBigodon Camacho
1392,1777,30.26,1.81,72.26,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1393,731,18.94,1.8,64.5,Feminino,Preto,Preto,Contusão,Rua,Parda,Classe Alta,Roberto Chimarildo Tomáz
1394,14,50.79,1.41,83.67,Masculino,Verde,Loiro,Estrangulamento,Rua,Amarela,Classe Média,ElBigodon Camacho
1395,586,34.65,1.48,85.57,Feminino,Castanho,Preto,Estrangulamento,Trabalho,Negra,Classe Baixa,Roberto Chimarildo Tomáz
1396,1435,47.56,1.68,58.02,Feminino,Castanho,Preto,Envenenamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva
1397,709,43.28,1.87,31.54,Masculino,Verde,Ruivo,Envenenamento,Escola,Negra,Classe Alta,Roberto Chimarildo Tomáz
1398,734,45.34,1.48,82.76,Feminino,Preto,Preto,Contusão,Escola,Negra,Classe Baixa,Coringon de le pinheirinho Silva
1399,1033,33.87,1.79,54.89,Masculino,Preto,Preto,Esfaqueamento,Trabalho,Amarela,Classe Baixa,ElBigodon Camacho
1400,1020,52.63,1.59,68.63,Masculino,Azul,Castanho,Esfaqueamento,Trabalho,Negra,Classe Baixa,ElBigodon Camacho
1401,1023,46.54,1.79,89.71,Feminino,Preto,Loiro,Esfaqueamento,Trabalho,Branca,Classe Baixa,ElBigodon Camacho
1402,1072,22.04,1.65,47.86,Masculino,Castanho,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Baixa,ElBigodon Camacho
1403,1402,37.23,1.67,57.3,Masculino,Preto,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1404,1801,34.34,1.83,83.53,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Média,Roberto Chimarildo Tomáz
1405,1032,42.55,1.42,36.74,Masculino,Verde,Castanho,Estrangulamento,Trabalho,Amarela,Classe Média,ElBigodon Camacho
1406,710,11.8,1.82,83.62,Feminino,Azul,Ruivo,Envenenamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1407,350,15.53,1.88,80.52,Masculino,Azul,Castanho,Envenenamento,Trabalho,Branca,Classe Baixa,ElBigodon Camacho
1408,992,46.09,1.43,73.22,Feminino,Preto,Preto,Estrangulamento,Escola,Negra,Classe Média,Coringon de le pinheirinho Silva
1409,1582,41.83,1.84,65.34,Feminino,Castanho,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
1410,1248,15.21,1.44,35.5,Feminino,Castanho,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
1411,1286,30.43,1.45,40.2,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1412,798,46.19,1.51,46.61,Masculino,Castanho,Preto,Estrangulamento,Casa,Negra,Classe Baixa,Coringon de le pinheirinho Silva
1413,536,59.94,1.45,71.74,Masculino,Verde,Loiro,Contusão,Casa,Negra,Classe Média,ElBigodon Camacho
1414,1159,36.02,1.79,54.3,Masculino,Preto,Castanho,Envenenamento,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva
1415,72,16.85,1.48,42.93,Masculino,Preto,Loiro,Envenenamento,Rua,Branca,Classe Alta,ElBigodon Camacho
1416,689,16.0,1.5,82.98,Masculino,Castanho,Ruivo,Contusão,Casa,Branca,Classe Baixa,Roberto Chimarildo Tomáz
1417,1762,32.25,1.84,75.33,Masculino,Castanho,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1418,845,26.79,1.73,66.26,Masculino,Verde,Ruivo,Envenenamento,Rua,Branca,Classe Média,ElBigodon Camacho
1419,1342,20.58,1.45,45.4,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1420,1604,31.55,1.86,81.48,Feminino,Verde,Ruivo,Estrangulamento,Escola,Negra,Classe Alta,Roberto Chimarildo Tomáz
1421,212,30.81,1.72,40.25,Feminino,Castanho,Loiro,Contusão,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva
1422,498,47.99,1.8,48.01,Feminino,Preto,Castanho,Envenenamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1423,814,57.49,1.82,65.15,Masculino,Preto,Preto,Contusão,Casa,Negra,Classe Baixa,Coringon de le pinheirinho Silva
1424,1654,23.02,1.6,81.85,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1425,1598,47.24,1.86,36.21,Feminino,Preto,Ruivo,Estrangulamento,Escola,Parda,Classe Alta,Roberto Chimarildo Tomáz
1426,1195,23.66,1.77,33.97,Masculino,Azul,Castanho,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1427,1340,16.16,1.56,34.88,Masculino,Azul,Castanho,Esfaqueamento,Rua,Parda,Classe Média,ElBigodon Camacho
1428,609,25.54,1.53,41.01,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Parda,Classe Baixa,ElBigodon Camacho
1429,1780,39.29,1.82,81.15,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1430,1494,39.42,1.66,56.98,Feminino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
1431,1008,23.27,1.5,70.82,Feminino,Azul,Loiro,Estrangulamento,Casa,Parda,Classe Média,Roberto Chimarildo Tomáz
1432,611,12.82,1.76,74.85,Masculino,Azul,Loiro,Contusão,Escola,Negra,Classe Média,ElBigodon Camacho
1433,214,59.21,1.49,80.06,Masculino,Preto,Ruivo,Esfaqueamento,Rua,Parda,Classe Baixa,ElBigodon Camacho
1434,649,28.96,1.6,42.03,Masculino,Castanho,Preto,Estrangulamento,Escola,Amarela,Classe Baixa,Coringon de le pinheirinho Silva
1435,361,35.01,1.73,63.28,Feminino,Azul,Ruivo,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho
1436,1053,44.42,1.57,40.88,Feminino,Preto,Ruivo,Envenenamento,Escola,Amarela,Classe Baixa,Roberto Chimarildo Tomáz
1437,63,43.24,1.49,35.05,Masculino,Azul,Castanho,Contusão,Rua,Negra,Classe Média,ElBigodon Camacho
1438,1362,22.14,1.47,59.43,Masculino,Azul,Loiro,Envenenamento,Rua,Branca,Classe Média,ElBigodon Camacho
1439,1108,57.02,1.6,33.41,Feminino,Castanho,Castanho,Envenenamento,Rua,Amarela,Classe Alta,Coringon de le pinheirinho Silva
1440,279,31.18,1.57,34.2,Feminino,Azul,Loiro,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1441,485,11.05,1.54,85.61,Masculino,Verde,Ruivo,Esfaqueamento,Escola,Parda,Classe Baixa,Roberto Chimarildo Tomáz
1442,978,19.59,1.77,77.89,Masculino,Preto,Ruivo,Esfaqueamento,Trabalho,Negra,Classe Alta,Roberto Chimarildo Tomáz
1443,1128,11.3,1.85,51.44,Masculino,Preto,Ruivo,Estrangulamento,Trabalho,Branca,Classe Média,ElBigodon Camacho
1444,1323,23.02,1.45,34.89,Masculino,Azul,Loiro,Contusão,Rua,Branca,Classe Média,ElBigodon Camacho
1445,466,20.2,1.5,76.4,Feminino,Castanho,Ruivo,Contusão,Trabalho,Amarela,Classe Baixa,Roberto Chimarildo Tomáz
1446,1506,44.44,1.76,57.45,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1447,1752,21.52,1.72,80.8,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1448,722,42.66,1.53,52.21,Feminino,Azul,Ruivo,Envenenamento,Trabalho,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1449,996,20.63,1.7,62.71,Feminino,Azul,Loiro,Esfaqueamento,Trabalho,Negra,Classe Alta,ElBigodon Camacho
1450,1095,36.41,1.78,76.37,Feminino,Preto,Castanho,Contusão,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1451,122,17.02,1.68,67.41,Masculino,Verde,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Baixa,ElBigodon Camacho
1452,979,39.76,1.85,80.32,Masculino,Azul,Castanho,Estrangulamento,Escola,Parda,Classe Alta,Roberto Chimarildo Tomáz
1453,224,16.48,1.44,61.79,Masculino,Verde,Preto,Contusão,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva
1454,1594,49.23,1.67,59.83,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
1455,1529,41.9,1.6,60.67,Feminino,Castanho,Preto,Envenenamento,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva
1456,1028,59.51,1.7,58.31,Feminino,Preto,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Média,Roberto Chimarildo Tomáz
1457,1430,41.6,1.74,66.59,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1458,57,56.56,1.8,72.09,Feminino,Verde,Ruivo,Envenenamento,Rua,Amarela,Classe Média,Roberto Chimarildo Tomáz
1459,1748,22.66,1.7,84.05,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1460,1120,28.43,1.59,79.87,Masculino,Azul,Loiro,Esfaqueamento,Casa,Negra,Classe Baixa,ElBigodon Camacho
1461,1112,32.25,1.71,41.28,Feminino,Preto,Castanho,Contusão,Escola,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1462,581,27.22,1.81,61.16,Feminino,Verde,Ruivo,Esfaqueamento,Escola,Branca,Classe Alta,Roberto Chimarildo Tomáz
1463,1500,16.96,1.69,59.52,Feminino,Preto,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1464,639,55.02,1.84,54.68,Masculino,Azul,Castanho,Contusão,Rua,Negra,Classe Média,ElBigodon Camacho
1465,779,19.67,1.79,86.42,Feminino,Azul,Castanho,Envenenamento,Escola,Amarela,Classe Baixa,Roberto Chimarildo Tomáz
1466,891,47.54,1.77,75.47,Feminino,Castanho,Loiro,Contusão,Rua,Branca,Classe Alta,ElBigodon Camacho
1467,886,52.22,1.46,75.46,Feminino,Verde,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Alta,Roberto Chimarildo Tomáz
1468,1228,43.92,1.53,33.28,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1469,1000,35.8,1.53,30.87,Masculino,Azul,Castanho,Estrangulamento,Rua,Negra,Classe Média,ElBigodon Camacho
1470,1417,35.29,1.77,53.55,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1471,15,54.54,1.5,73.87,Feminino,Preto,Preto,Envenenamento,Escola,Negra,Classe Média,Coringon de le pinheirinho Silva
1472,1393,41.17,1.73,59.68,Masculino,Castanho,Loiro,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1473,1774,29.76,1.75,81.26,Feminino,Verde,Castanho,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1474,619,38.43,1.72,58.18,Feminino,Azul,Ruivo,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
1475,901,56.46,1.5,72.16,Feminino,Castanho,Ruivo,Contusão,Trabalho,Branca,Classe Alta,Roberto Chimarildo Tomáz
1476,233,53.75,1.42,75.61,Masculino,Verde,Ruivo,Contusão,Escola,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1477,1249,19.5,1.54,79.02,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1478,840,18.42,1.42,62.19,Feminino,Castanho,Loiro,Contusão,Escola,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1479,1680,19.08,1.72,81.0,Masculino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1480,1553,38.26,1.68,59.75,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1481,375,20.12,1.56,53.43,Masculino,Verde,Castanho,Envenenamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1482,1645,26.55,1.57,84.14,Feminino,Verde,Ruivo,Estrangulamento,Trabalho,Branca,Classe Alta,Roberto Chimarildo Tomáz
1483,65,29.23,1.43,86.18,Masculino,Azul,Ruivo,Contusão,Escola,Negra,Classe Alta,Roberto Chimarildo Tomáz
1484,922,29.02,1.87,56.15,Masculino,Castanho,Castanho,Envenenamento,Rua,Negra,Classe Baixa,Coringon de le pinheirinho Silva
1485,708,49.09,1.64,79.77,Feminino,Azul,Castanho,Contusão,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1486,1097,53.76,1.52,51.25,Masculino,Verde,Preto,Contusão,Trabalho,Branca,Classe Alta,ElBigodon Camacho
1487,1708,19.76,1.64,77.2,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1488,1337,22.77,1.5,33.71,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1489,1333,18.5,1.6,33.35,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1490,976,57.13,1.46,54.46,Feminino,Castanho,Loiro,Envenenamento,Escola,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1491,849,52.45,1.52,33.9,Masculino,Azul,Ruivo,Esfaqueamento,Casa,Branca,Classe Baixa,ElBigodon Camacho
1492,1729,25.21,1.73,75.56,Feminino,Verde,Loiro,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1493,1069,57.28,1.84,58.46,Masculino,Verde,Castanho,Estrangulamento,Trabalho,Negra,Classe Alta,Roberto Chimarildo Tomáz
1494,79,23.18,1.71,63.65,Masculino,Castanho,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1495,347,46.33,1.63,36.94,Feminino,Verde,Castanho,Estrangulamento,Escola,Parda,Classe Alta,Roberto Chimarildo Tomáz
1496,1454,34.56,1.52,57.45,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1497,890,21.91,1.4,34.96,Feminino,Castanho,Castanho,Envenenamento,Escola,Negra,Classe Alta,Roberto Chimarildo Tomáz
1498,917,51.22,1.72,44.8,Masculino,Castanho,Ruivo,Envenenamento,Rua,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1499,856,43.09,1.53,43.21,Feminino,Preto,Castanho,Contusão,Rua,Amarela,Classe Baixa,ElBigodon Camacho
1500,1410,38.46,1.59,61.24,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1501,248,47.8,1.53,51.77,Masculino,Azul,Castanho,Esfaqueamento,Escola,Amarela,Classe Alta,ElBigodon Camacho
1502,682,36.95,1.7,84.6,Feminino,Castanho,Ruivo,Esfaqueamento,Casa,Branca,Classe Média,Coringon de le pinheirinho Silva
1503,1301,23.72,1.55,36.05,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1504,733,17.4,1.79,69.17,Feminino,Verde,Loiro,Contusão,Trabalho,Branca,Classe Baixa,Roberto Chimarildo Tomáz
1505,522,42.86,1.47,77.57,Feminino,Castanho,Ruivo,Estrangulamento,Escola,Negra,Classe Alta,Roberto Chimarildo Tomáz
1506,156,57.51,1.54,63.57,Masculino,Castanho,Loiro,Envenenamento,Casa,Amarela,Classe Alta,Coringon de le pinheirinho Silva
1507,512,32.1,1.43,72.91,Masculino,Verde,Castanho,Estrangulamento,Rua,Amarela,Classe Média,ElBigodon Camacho
1508,317,22.95,1.81,50.35,Masculino,Verde,Loiro,Estrangulamento,Trabalho,Amarela,Classe Baixa,Roberto Chimarildo Tomáz
1509,561,31.77,1.89,88.14,Feminino,Preto,Preto,Esfaqueamento,Rua,Amarela,Classe Baixa,ElBigodon Camacho
1510,989,17.25,1.72,42.96,Feminino,Castanho,Preto,Contusão,Escola,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1511,991,25.19,1.68,86.58,Feminino,Castanho,Castanho,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho
1512,668,47.84,1.71,70.82,Masculino,Azul,Preto,Esfaqueamento,Escola,Amarela,Classe Alta,ElBigodon Camacho
1513,296,41.14,1.7,58.56,Feminino,Azul,Preto,Esfaqueamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1514,1541,36.94,1.78,79.58,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1515,193,40.77,1.66,56.11,Masculino,Castanho,Castanho,Contusão,Escola,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1516,1664,19.45,1.77,89.76,Feminino,Verde,Castanho,Estrangulamento,Escola,Parda,Classe Alta,Roberto Chimarildo Tomáz
1517,1730,29.57,1.81,74.89,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1518,1262,18.52,1.56,33.21,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1519,1227,18.31,1.48,37.72,Masculino,Azul,Loiro,Estrangulamento,Escola,Branca,Classe Média,ElBigodon Camacho
1520,1809,32.37,1.7,75.96,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1521,1366,23.49,1.69,42.65,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1522,1475,35.33,1.72,59.56,Masculino,Preto,Preto,Envenenamento,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva
1523,403,19.91,1.59,81.26,Feminino,Verde,Loiro,Estrangulamento,Trabalho,Branca,Classe Alta,Roberto Chimarildo Tomáz
1524,1339,19.82,1.55,38.27,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1525,1201,18.31,1.48,35.55,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho
1526,34,53.35,1.8,78.37,Masculino,Castanho,Preto,Estrangulamento,Casa,Amarela,Classe Baixa,Coringon de le pinheirinho Silva
1527,565,10.34,1.55,55.55,Feminino,Verde,Castanho,Contusão,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
1528,209,59.2,1.48,82.47,Feminino,Azul,Castanho,Contusão,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1529,641,26.91,1.56,48.11,Feminino,Azul,Ruivo,Esfaqueamento,Escola,Negra,Classe Baixa,ElBigodon Camacho
1530,966,58.05,1.74,74.5,Masculino,Azul,Loiro,Estrangulamento,Escola,Branca,Classe Média,ElBigodon Camacho
1531,227,39.69,1.54,36.82,Masculino,Castanho,Ruivo,Estrangulamento,Trabalho,Negra,Classe Baixa,Roberto Chimarildo Tomáz
1532,2,57.3,1.48,45.34,Feminino,Azul,Ruivo,Esfaqueamento,Casa,Parda,Classe Baixa,Roberto Chimarildo Tomáz
1533,265,17.76,1.55,36.16,Masculino,Castanho,Loiro,Contusão,Rua,Amarela,Classe Baixa,ElBigodon Camacho
1534,1401,39.13,1.72,61.55,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1535,432,30.95,1.59,43.26,Masculino,Preto,Castanho,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho
1536,1535,46.07,1.68,65.23,Feminino,Castanho,Preto,Envenenamento,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva
1537,294,49.81,1.7,87.36,Masculino,Castanho,Loiro,Contusão,Casa,Amarela,Classe Baixa,Coringon de le pinheirinho Silva
1538,143,13.86,1.46,54.77,Masculino,Azul,Ruivo,Envenenamento,Casa,Branca,Classe Baixa,ElBigodon Camacho
1539,105,14.86,1.65,76.25,Feminino,Azul,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1540,960,12.92,1.87,75.38,Feminino,Castanho,Castanho,Estrangulamento,Escola,Parda,Classe Alta,Roberto Chimarildo Tomáz
1541,202,49.16,1.82,76.3,Masculino,Azul,Preto,Contusão,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva
1542,1186,13.73,1.85,75.58,Feminino,Castanho,Loiro,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1543,1299,16.68,1.42,39.66,Masculino,Castanho,Castanho,Estrangulamento,Rua,Branca,Classe Média,ElBigodon Camacho
